x,y,z
-1.9238731,-0.49118066,3.740109
-2.8975208,0.40008986,3.7084992
-3.8514013,-1.2721653,3.0125256
-3.3441854,-0.31310803,3.0980074
-5.2732477,-0.3568953,1.7961736
-2.7662733,0.46458548,3.325289
-2.5423532,-1.2089174,3.9412246
-3.441884,-1.4374548,2.9216928
-2.0406854,-0.019855183,3.4337397
-1.4304385,-1.6432735,2.9511602
-3.2518008,0.1351135,3.4020128
-3.3185341,-0.9333043,3.9365704
-3.6487513,1.2423924,1.3419392
-2.6369214,-1.1316019,4.4372354
-3.595694,-1.8772277,2.2000198
-3.2872596,0.9450301,3.036131
-1.3272834,0.5670784,3.3714674
-2.130772,-0.99347484,1.7532637
-3.9380727,1.5941468,4.245938
-2.0225868,-0.58290523,2.7143602
-3.6439953,0.38647756,4.8239717
-3.4505997,2.0377367,3.3546517
-3.7766647,1.130606,1.3848801
-2.6398017,0.19877186,3.2412086
-4.3636203,-2.5970118,2.2331333
-4.3133116,-2.1085165,2.4377394
-1.7575604,1.7135904,5.198626
-4.0188093,-1.2355328,3.689673
-2.8892107,-0.5862118,2.7795038
-4.313376,-1.784378,3.2294376
-2.4279985,-0.42282528,2.4062424
-4.280875,-0.8232163,1.032758
-3.7594476,-0.0011234122,2.826151
-2.249464,-0.82895064,1.748223
-3.0275903,-0.43883607,3.8881433
-1.8905249,1.210943,2.0733366
-3.6889265,-0.3376598,4.7224746
-4.620555,-0.52209693,2.6428897
-2.0311868,-1.3514786,3.288575
-2.387358,-0.5945319,3.1164334
-5.1998725,0.39030427,1.7198155
-3.9968922,0.020358765,3.7142248
-2.020065,1.3158888,2.9303825
-1.8673271,-1.1737152,4.034411
-2.458849,-0.56426543,2.560413
-4.3638654,0.26976871,2.781672
-4.3767624,-1.5453672,1.7878883
-3.2987373,0.42027077,3.790507
-1.7108123,-0.18352893,1.5235424
-1.5275421,0.2402514,3.3412714
-4.922235,-0.5506314,2.176876
-3.093819,-0.4140548,1.8484769
-2.5620062,-0.66719556,3.4191551
-3.608982,-1.5973082,3.3608785
-4.22532,0.9875142,3.705258
-1.9869602,-0.6551562,3.412592
-1.6125613,0.62007964,3.8455582
-1.5864743,-1.2479563,1.8132744
-4.0439405,-0.2017745,2.4150648
-6.0232954,1.1942548,2.682858
-4.665854,0.44224614,3.7890997
-2.8137915,0.27304757,2.606126
-3.436744,1.6812838,4.5487194
-4.532812,0.73541075,5.841707
-3.7395558,-1.8025868,4.301869
-2.8170335,-1.4384739,4.122449
-2.0779905,0.84410256,3.911408
-3.9673839,-0.42115366,1.9534286
-3.9832342,-0.21628949,2.2718506
-2.9853156,-0.73285055,3.029864
-3.0769358,0.19049174,2.8994246
-2.6070106,0.63391596,3.4869523
-3.4332917,-0.5819603,2.9529822
-3.0981495,-0.2035699,5.0751038
-3.0055056,-0.25303474,5.2043514
-2.8733099,1.2177832,4.0748963
-1.9546056,0.25812805,2.891366
-2.9002473,0.46474805,3.3366475
-4.2677155,0.27686447,2.1871428
-4.384958,-0.79339445,4.3453
-4.551498,-0.9173394,3.1429172
-4.4344826,-1.070325,2.7230356
-2.1627283,0.9940671,4.2581744
-3.8569126,1.7301916,5.6739235
-4.3346825,0.42959282,3.0743368
-0.7430737,-0.6039468,3.233989
-2.3151994,1.1124419,1.3425102
-1.8542776,-0.41108882,4.2571425
-1.88649,1.8663706,2.444395
-4.225217,1.1975132,3.9252243
-3.8022575,0.7517108,2.8969877
-1.8105304,1.3477099,4.918713
-3.7709212,-1.6860783,3.874004
-2.6279645,-0.43525422,3.1463387
-2.7103117,0.8157501,2.0420535
-4.249552,0.75383484,3.7464437
-3.9021587,-1.0975242,2.1905217
-2.2082028,1.38356,2.7421362
-4.562397,0.91609025,3.996387
-2.2571464,-1.4271942,3.5759983
-4.3244524,1.3815637,3.5198123
-3.0032277,1.3259858,3.7167046
-3.6946383,0.24182233,1.0657035
-2.97344,-0.66845167,2.681725
-3.6548038,-2.2045412,1.1800672
-4.355836,-0.2660992,3.1777265
-2.3390784,1.443963,2.432447
-3.3117568,-0.024876313,4.6673293
-4.1672096,-1.2349713,0.879385
-2.466994,-1.7533038,3.4250474
-2.7057211,0.9770834,2.21041
-1.6286956,1.5472354,1.7323104
-4.701638,0.33611605,2.1577373
-3.0456069,0.741417,1.1331915
-2.6830351,1.0647517,4.2657404
-2.1586351,-1.057558,3.0379305
-4.0583,-0.6540466,1.323801
-2.8289442,-1.0630459,2.8543198
-5.0963745,-0.4800597,2.3952575
-3.3291292,0.5228199,4.0087647
-2.3742242,0.5536828,5.066618
-1.3392328,2.1259797,3.901381
-3.0506766,-0.7016338,3.866603
-3.3659005,-0.37324926,3.170797
-1.9787313,-0.92266035,1.155145
-3.9809833,-1.6889538,2.6849174
-3.1006927,0.5345496,2.8098576
-3.2976794,-1.6332518,3.156343
-3.44294,-0.053821653,1.9839953
-3.1592116,-0.2926054,2.1441493
-2.4960952,0.45489442,1.632316
-2.4362776,-0.23717915,1.932596
-3.5842834,1.9553373,2.7066834
-1.4544325,-0.6358299,2.0921516
-1.9032435,0.23273148,4.4142766
-4.0286226,-0.077347964,2.0679028
-2.778488,0.043134708,2.8413155
-3.4671948,0.17255163,3.9832819
-3.2847462,0.9356342,2.1131835
-4.504897,-0.4609132,2.9116182
-2.6165042,-1.01254,3.1139572
-0.8792417,-1.2023597,3.5665436
-3.2828114,0.80840236,3.0662012
-2.65726,0.44187567,3.180716
-1.4765248,0.12638761,3.1499481
-3.080165,1.9596454,3.4142618
-3.3385541,-1.190725,3.209838
-4.1655426,1.6433527,1.7280043
-2.7551258,1.7568074,4.795027
-2.7660398,-0.7346097,3.0023868
-4.664509,-0.9596994,3.0588553
-2.805982,1.1985731,0.4926486
-3.8794327,-1.2393934,3.781096
-3.2927268,-0.32310277,4.918608
-2.2472918,0.7784921,4.3458037
-2.5151908,0.16992094,3.4906647
-4.2867966,-0.40594304,3.9780154
-3.6045535,1.4246185,-0.18277264
-3.5178082,-1.339898,1.7688435
-2.9401083,0.94884384,2.6251974
-2.843724,-1.2304488,3.95079
-2.2720299,-1.3339549,3.9348779
-3.784937,-0.2842073,3.3116803
-2.0435066,-0.82778734,2.8866642
-3.584084,0.423905,3.7517657
-2.1568782,-0.62625796,1.9509115
-2.3597472,-1.5360903,2.152679
-3.6186626,0.8179188,2.916597
-3.8867836,1.5085734,4.8082705
-2.7175744,-1.7099494,2.4300716
-3.9220088,1.2067752,1.4611241
-3.6722984,0.33036026,4.0698466
-3.7767315,-0.11130255,1.787776
-3.4626918,-1.3276324,2.9843867
-1.2289171,0.83426315,4.043494
-1.8164178,0.37243202,2.3744495
-2.004119,-0.1631455,3.0989373
-5.047634,-0.8834697,3.3203955
-3.4163327,0.1643973,2.7703009
-2.874156,-1.0153795,3.5247877
-1.1867934,-1.2323282,3.1356027
-3.0073624,1.2737161,2.446372
-1.7465603,0.47926217,3.9650512
-3.5889084,-0.0177814,2.353419
-3.169183,0.2630855,2.4103718
-1.8710034,-0.7411619,3.3962724
-4.076891,1.3001274,2.6487591
-4.012428,0.0060510687,1.232565
-3.9859407,-0.41287532,3.3447163
-2.3575063,0.9492974,3.520635
-2.1715257,-0.15354894,3.1135066
-2.0026567,-0.32364798,2.430694
-2.20336,0.9850629,4.2239075
-2.7425995,0.6582802,3.3612885
-4.6911716,0.049104024,2.721175
-1.6072717,1.6393366,3.188742
-2.4559155,-0.80207556,0.48219585
-2.6746545,-1.5639278,3.181325
-3.8419828,1.9399786,4.761614
-1.8314075,0.0062714103,4.0120974
-1.818731,1.1559993,3.839374
-3.219003,1.286856,1.8462894
-3.2576516,-0.6799213,2.7427726
-2.9659357,-0.4461531,2.4676106
-1.6445141,0.18407111,3.2178767
-2.9324532,0.68416333,2.7177272
-3.0409877,-1.0801967,4.5810146
-4.3822017,0.92141044,2.4989617
-4.635735,-0.7800238,1.4644256
-5.158509,-0.6947247,0.6893251
-0.80448604,1.916299,3.6772008
-3.7351828,-1.0211605,3.8735857
-3.0719235,1.3710321,3.4818437
-3.4514925,2.1899257,3.5248473
-1.9443896,-0.61621046,3.894493
-3.4301279,-0.8147546,1.7001098
-3.584548,0.079986945,2.230204
-4.102067,-0.5911869,2.2963498
-4.301662,0.301906,0.8994887
-2.842133,-0.31660077,5.695144
-3.1937306,0.62986755,3.6180217
-2.9371781,0.95159805,2.309039
-1.3232958,-1.0654489,3.610067
-2.5032973,-0.87845993,1.6779478
-3.9490774,1.0151162,4.444401
-2.387795,0.31010595,4.9880075
-1.9308887,0.70420957,2.259003
-3.074649,1.4380971,3.879087
-3.7444887,-0.21746205,2.0987725
-2.1269782,1.1085067,4.79522
-3.1675494,0.15669975,3.230428
-2.8866138,2.9342809,4.339035
-3.276531,-1.7587502,2.9751751
-1.6270518,-2.114105,2.3661232
-2.7821064,-0.12095568,0.8633168
-3.9992046,1.5668938,4.505238
-3.017764,-0.0046935217,3.6439028
-3.5935864,1.1052355,1.8276441
-2.595334,-1.1645758,3.4216168
-1.968087,-0.03332085,2.449152
-4.119096,-0.08905516,2.3707871
-2.426097,0.2293222,3.6572082
-1.7898949,0.8506351,3.8357315
-2.7382941,-0.7698678,2.5244706
-2.1729987,2.1966884,2.6440072
-2.8439674,0.8041219,4.7408886
-3.2171924,0.5478402,3.1782634
-2.9769156,0.1426163,2.8935406
-3.9355326,2.646437,3.1284113
-4.4629183,0.8617582,4.2486715
-2.6794002,1.0291799,4.751029
-1.6390551,-0.9577852,1.7333788
-3.5422945,-0.36116663,4.223389
-3.0869925,-0.37575403,3.1091952
-3.0558827,0.645916,2.9417157
-4.359478,0.9529541,4.4966183
-4.382641,-0.7343792,2.8133357
-3.3710592,0.5925326,2.6416912
-3.3866088,-0.5767773,2.3620918
-3.9891734,0.08819658,3.4275546
-2.5917163,-0.81061816,2.9425936
-2.257512,0.34406242,3.8685915
-4.228546,-0.49719307,4.0510826
-2.4955997,-0.7034398,5.5378847
-2.3080738,0.2133341,3.9356189
-3.6579976,1.0347073,2.2593498
-3.5762308,0.33772418,2.6181889
-2.2937424,-0.19438949,2.3251035
-2.357216,0.56891197,3.34907
-2.5184827,-0.981293,0.67781115
-2.7596784,-1.4310045,2.5577147
-3.2855034,-2.6185648,3.2837467
-1.7392683,0.38863513,5.426654
-3.7986884,-0.28164786,2.3451405
-3.0996907,1.3391117,3.087082
-3.6066568,-1.43064,1.6948388
-3.0538857,-0.70226157,2.4659631
-5.7030535,0.5051325,2.7663999
-2.6637597,-0.9966936,2.8867218
-3.7290072,-0.6210847,3.6411872
-4.7239003,1.4827449,1.8564316
-3.7637317,-0.36476502,2.9261642
-2.9232976,-0.79427063,2.8665736
-2.1577501,0.49344227,3.0573394
-2.7643166,1.2880541,2.9774218
-3.7032413,-0.5206845,6.230196
-3.3490202,-0.41452882,3.4681187
-2.5159307,-1.7546736,1.8340515
-3.8694057,-0.5849708,5.244294
-2.4300754,-0.8816605,2.0119743
-2.406751,-1.983547,3.5505373
-1.5130172,-1.7182595,3.7752585
-2.4998176,0.085034624,2.2603536
-1.7801586,0.6141212,2.043951
-1.1616595,0.3037347,1.9116856
-3.2562876,0.14849381,1.3270577
-2.1372204,-2.7013633,4.411667
-1.5775251,0.9525571,2.5461884
-2.9558024,0.02970199,1.5560657
-3.543764,1.1336039,3.2615788
-4.0399957,-1.0495617,3.4577522
-2.4796095,0.7293283,2.4919405
-3.7358782,0.5244486,2.3423038
-1.9858813,0.26035675,4.5199566
-4.236719,0.21937385,3.0331743
-3.82403,1.132482,4.4610972
-2.1312761,-0.30278206,4.5801363
-3.4006484,0.7821545,2.579261
-1.4467779,0.97229207,1.5981562
-4.003186,-0.18173105,2.4866471
-2.6454544,0.576364,3.1195247
-2.487589,-0.79530066,1.9365623
-1.6242744,-2.199852,2.4891243
-3.1313832,0.46204138,2.0390534
-4.557019,-0.74962664,3.0053136
-2.9702036,-0.5812754,4.9431643
-2.4629178,0.35495478,2.7299812
-3.742485,-0.34357303,2.0056477
-4.265927,-0.22473823,2.949018
-3.118023,0.50854915,4.4521213
-3.4502647,-0.2200179,2.5564575
-1.2454501,-1.8650151,1.9897989
-2.085231,1.2379751,3.0669014
-4.014243,-1.4131794,1.725808
-3.6331267,0.32215807,3.3226674
-3.9744885,-0.48994896,3.0439003
-2.3160236,2.1389349,2.159863
-1.11889,-1.0620817,3.8068423
-2.8659701,0.9505933,3.440905
-3.806108,-0.50830775,3.0903783
-2.6251905,0.77200276,1.7662759
-2.054326,0.5116383,2.1613803
-1.1233723,-0.85267353,2.8768334
-3.750699,-0.11825104,3.2077434
-5.135112,-1.0938069,2.939791
-4.3534355,-0.6952251,2.0974712
-2.3799057,-0.2525425,2.0646033
-1.4636893,0.74657226,4.2658715
-2.0137806,-0.8864946,2.6804762
-3.5090528,0.5839856,1.7957718
-1.7840163,1.0843626,4.529572
-2.5709264,-1.6499859,2.9082491
-2.7851655,-0.83218324,3.0817788
-2.4663982,1.0335314,1.9760762
-1.9969716,-0.09505805,2.0989368
-3.0652478,0.2912455,2.1021852
-1.9235864,-1.7284653,1.9791311
-2.6995192,0.28997704,3.2574365
-3.0009618,1.8054361,3.284605
-2.7926605,0.5661213,3.9788244
-2.9610858,-1.4381135,3.546194
-3.178205,0.7820527,3.360797
-3.8115077,0.36230466,3.5159988
-5.0056963,-0.55063295,3.3217537
-2.188835,-0.4484818,4.517558
-2.200901,2.117536,1.9153448
-1.8536192,0.32199547,4.107495
-2.6849985,-0.1777548,3.0109425
-2.792545,-0.60684586,3.0609994
-3.822266,0.21782322,1.7446531
-4.6479325,-0.27090436,3.113237
-1.9658056,0.16134645,3.245823
-1.9547259,0.046615694,1.7991766
-1.3590436,-1.5988808,2.3742595
-2.8613153,-1.4275888,4.2382994
-3.7619424,-0.10285752,3.6068952
-5.309538,0.84344673,1.7242386
-2.7721083,-1.2042391,3.781107
-3.0869653,0.4620821,2.729209
-2.6001992,0.047879856,2.719944
-4.256342,-1.2828995,5.3877296
-3.3139496,-0.6982611,3.4121592
-5.001149,1.1049116,4.5516562
-0.8212416,1.2227614,1.5448627
-2.4037697,-1.3834306,3.9586656
-3.3211226,1.8434439,2.6055362
-1.2765294,0.10511123,2.5883827
-0.82218504,1.2740352,3.6361883
-1.9837562,-1.4605294,1.7311391
-4.27449,0.0929568,3.8202536
-2.4836392,0.89977664,2.5991468
-3.0044856,-1.420088,1.3884703
-1.6265503,0.58860606,3.798739
-1.8044907,0.83912486,2.8448756
-2.830833,1.5163109,1.9663792
-3.8368406,0.87232965,2.7663524
-0.3464234,0.25941813,2.8815687
-3.9617946,1.0413157,3.435493
-2.831475,0.11737015,1.4460454
-4.655882,-0.8531428,3.0834563
-3.9747658,0.6847431,4.217124
-1.7951052,0.29266718,2.1824453
-2.9415317,1.3865889,3.3375092
-1.438099,-0.81594086,3.9271452
-3.464456,1.1935252,4.337789
-2.7717743,0.6564599,2.6896033
-2.77921,0.020959213,3.537328
-2.697538,-0.4115989,3.1261458
-1.964027,-0.8053297,4.8516374
-3.361453,-1.1350353,1.9799881
-1.6555548,-0.57686615,4.6778097
-2.7438977,2.4303484,2.4126031
-2.179232,0.7816422,4.103381
-2.6732,-1.266767,3.3575256
-4.2192,-0.5916227,3.9483297
-2.6609254,1.5740997,2.312851
-4.1442623,-0.2987485,2.5615652
-3.358525,-0.86560273,2.2003064
-2.515804,0.027239267,3.829067
-4.206348,1.8149389,1.8387285
-2.891168,1.0444506,3.668158
-3.0371678,-0.57765394,3.0986474
-4.598359,0.14587401,3.2949483
-2.57171,0.91191894,0.59693027
-1.6683005,0.91294545,3.0718966
-3.725303,0.94063187,3.351194
-2.882876,-0.06656036,1.9176638
-3.3107226,0.32630613,3.7156203
-1.1990074,-1.2456096,3.103187
-3.2931075,-1.2267429,3.8898916
-3.7789812,-0.2215546,4.166221
-2.8078165,0.36271456,4.3150444
-3.056743,0.7746611,4.088517
-2.4153056,0.48773557,1.5458362
-2.1531656,-0.33178136,3.5220537
-3.182997,0.3480627,2.8040602
-2.6409717,0.4620951,4.7618723
-3.871322,-0.5861419,3.6582565
-3.2460198,1.9502828,2.3883908
-3.2432551,0.4026156,2.5311852
-2.3905425,0.15767069,3.39169
-3.732296,3.7038343,3.0020647
-3.8995035,-1.3163495,4.6768475
-1.4678304,0.56668884,3.8421957
-2.3306386,0.74004143,3.5579698
-3.7457714,-0.7182925,4.0663366
-2.2535324,0.38408187,3.448511
-3.48593,0.59707487,3.4828663
-3.8510227,-0.7480561,5.142432
-4.533144,1.4961507,2.510591
-3.0191302,-0.6038848,2.1547468
-3.98074,-0.52940506,2.919288
-2.799783,0.58853704,4.048402
-3.9901733,0.16051203,4.595749
-3.812186,1.1397152,3.7281227
-2.9045925,0.01579879,2.7376578
-3.177475,-0.13369219,2.2775285
-1.5616425,0.4490998,2.962533
-1.9254229,-0.51024497,1.3929092
-4.684501,-2.6841803,3.647236
-2.040452,-0.18910512,2.0502355
-3.8007705,0.8037121,5.454252
-2.3190856,-0.46702337,2.0634165
-2.6761317,0.055867143,1.8606235
-1.9223069,-0.68651944,4.9109755
-1.2259731,0.19041899,3.399989
-3.0903761,-1.3844492,3.5695364
-3.7220318,1.2907134,3.2369049
-3.079991,-0.78637594,1.2754558
-2.99332,-0.9569383,2.8108761
-4.727567,-0.66655886,4.1016645
-3.0928288,-1.363299,5.5055437
-2.5362408,0.9715499,1.1326865
-1.7702214,0.048017275,2.9693813
-5.4570985,-0.51331836,5.1846
-1.6467574,-0.10386474,5.200918
-1.7771482,1.2400693,1.4905827
-1.986269,1.0261177,4.13277
-2.9930413,1.1069311,1.8726553
-1.8329263,1.5484701,2.0426967
-3.1615553,0.049232967,2.3097777
-4.473501,-1.9890714,2.9265766
-3.900044,-0.49125883,4.7566104
-2.7345803,0.051092725,2.7876763
-3.511914,-0.46239793,2.1765683
-4.132791,-0.29382414,2.425895
-2.505209,0.40329853,3.3208542
-3.845895,0.7592973,3.4276989
-4.007129,-0.06813191,3.6315002
-4.488015,0.3227691,4.410034
-4.9634647,0.06439147,3.5053592
-3.2129943,0.6301801,2.797584
-3.4467595,-0.44091782,3.9389482
-2.9109392,0.19769002,2.904211
-0.83575344,-0.23627496,4.416462
-2.7899425,-0.7931879,3.555931
-3.1019745,-0.40979242,3.5420244
-3.4029253,0.18188122,4.291381
-2.2731314,-0.7803824,4.237976
-1.4240113,-2.1624937,3.8030586
-2.8826604,0.008298195,3.0055568
-3.0482128,1.1974344,3.593206
-2.0904732,0.14122449,2.325391
-2.9056416,-0.18895377,1.2597461
-1.8473552,1.7653114,3.057112
-3.320994,-0.733723,2.393084
-2.278798,-0.12069594,4.4539557
-2.502325,-0.04379118,4.5826054
-1.9079994,1.4741346,2.877226
-1.6388974,0.7359851,3.4132977
-3.6643093,0.05500033,2.0248723
-2.3353503,0.5417426,1.9778421
-4.000297,-1.0697464,3.6630263
-2.9004388,0.4177369,2.8374498
-1.7130268,-0.9768592,3.367694
-2.8571546,-1.2903414,3.9806561
-3.9349935,0.4630706,2.7509198
-2.9027398,0.5542485,2.835171
-5.1170216,-0.29317263,1.765013
-2.4974556,-1.0250214,1.4943358
-3.7244782,0.28918892,2.8212266
-1.5007652,-0.23823807,3.6800048
-2.1153157,-0.02321634,2.5326939
-3.9126773,-0.99996847,2.4203217
-2.533754,-0.2004517,2.6911924
-2.4910176,0.3830932,4.583289
-2.8990486,1.9505625,3.2645366
-4.2883263,0.07597833,2.8458076
-2.4754543,1.0606931,0.8427844
-2.8492513,-0.5345402,2.5531225
-1.2428259,-1.6941457,4.1471276
-2.4585617,0.39075786,4.1229725
-3.2339554,0.20018421,4.6542506
-3.383107,1.3286561,1.245072
-1.9162354,0.8303578,2.3568494
-1.8597314,-0.27731127,3.2831464
-2.4085073,0.8688721,3.0997047
-1.9100721,-0.04552814,3.8612547
-2.4818883,0.14809015,4.327489
-2.5538177,-2.0055888,3.7995195
-3.997399,0.6093871,3.1728997
-0.7020266,-0.054489203,1.0656008
-4.475156,-0.031624246,1.4213704
-3.360547,0.9042353,1.5633974
-2.2918422,0.46171752,4.340191
-3.960311,1.2932435,3.2537985
-2.894486,0.80200225,3.2870426
-2.9207726,1.0974406,3.2405622
-2.94452,-0.048821,4.472858
-1.4324143,0.33994532,3.6520214
-3.8778389,0.31189984,3.8773735
-3.4309986,1.1182462,3.896402
-3.0033743,1.2853353,3.262322
-2.9625604,0.65266657,1.7417241
-2.8527493,-0.22193493,3.2989197
-3.088395,-0.7528074,2.103806
-1.7139311,1.4032605,2.677607
-3.917411,0.9785018,3.7636292
-1.8799105,-1.1036202,1.9160858
-3.6314597,0.27200937,5.077567
-3.441101,0.9370501,2.4630318
-5.4310083,0.19805688,2.6152797
-2.481753,-0.49417204,2.2990274
-0.92694736,-1.8311216,2.4809937
-3.8187246,-0.7044155,2.5614586
-2.563684,-2.2405453,1.6782633
-3.6091816,0.22004133,1.883472
-3.4367573,-0.10950581,3.0601902
-2.1247182,-0.076107666,3.7239513
-5.3362446,-0.1317802,3.4470625
-2.964418,0.055726208,3.1894302
-3.4761233,-0.676406,1.2168323
-4.1761475,-0.8222021,1.6363105
-1.8886104,-0.027872339,4.150521
-3.9436064,0.1790771,4.651478
-2.7811222,-0.40194863,2.9162686
-3.0637279,-0.88731414,2.1348164
-2.9170203,-0.74398255,2.7998166
-4.9463243,0.8195137,2.651294
-1.3940558,-1.5039667,1.0165876
-2.244312,-1.8397945,3.4485507
-2.3494868,-0.8757641,2.101495
-1.1216873,-1.6728795,2.1624336
-4.2590504,0.88628006,2.1160429
-1.0714235,2.8086548,3.6744971
-3.0533721,1.0953472,1.9138834
-2.5396645,0.08675648,3.6221085
-1.8734494,-1.0208226,1.9599739
-1.586817,-1.5575677,2.6744897
-3.7906415,0.51447725,4.331682
-5.0330715,-0.022541868,4.476408
-2.6410694,-1.6223192,1.8950101
-1.9353068,0.24686824,2.0450575
-1.9841268,0.51103956,3.1528363
-3.2205265,0.29004458,3.0590663
-1.54162,-0.855281,4.1776443
-1.2560099,-0.021164505,3.061579
-3.7702773,-0.17980304,3.9265728
-3.549004,0.71513754,4.598041
-1.711955,-0.9793089,3.1159997
-1.9359541,0.6298955,3.2161188
-2.951086,-1.4401146,2.1258929
-2.5058758,1.057749,3.8917508
-5.7435455,-0.14279574,2.327358
-3.6477652,-0.7320077,1.8740051
-4.001775,1.7139971,3.4049876
-3.5721211,-0.8928779,4.3224273
-2.4415338,-2.0798852,3.6940975
-2.8355155,1.3793236,2.4359608
-3.708082,-0.79568124,2.190672
-4.0837083,1.0137368,4.199321
-1.7319223,-0.90707326,3.9292932
-3.7952387,0.052283466,3.0450685
-2.976946,0.8501734,3.0503979
-1.9562078,0.09316048,1.9349719
-4.463532,-0.98127896,3.209597
-4.88828,1.8683132,3.407467
-2.8811054,0.69684845,2.5181441
-1.901965,-0.24752414,3.5037084
-3.118871,0.8957477,4.3547397
-2.4430628,-0.6835264,3.6003098
-3.213118,1.687808,1.8233526
-4.800285,-0.17490923,2.685882
-0.7740164,0.5057132,0.27293825
-3.6507466,-0.8324018,3.2938719
-2.6285288,-0.18165666,5.6317244
-3.673313,0.053760193,3.0501828
-3.3323917,0.57905793,3.2679973
-3.4210203,-0.07760749,1.2442033
-2.796913,-1.9939222,1.7324445
-5.182205,0.7864796,3.929654
-3.6115527,-0.5936059,6.2472544
-3.1248496,0.32706922,2.874095
-3.0167947,-0.79838455,2.4719503
-1.7632096,-0.7858031,2.128945
-4.6882286,-0.2349345,4.0395474
-2.8103447,0.58815336,2.4716923
-3.9390507,1.2134184,4.801523
-2.5830696,-0.44958073,1.9912575
-3.0929263,-0.54446405,1.577739
-1.9024372,2.9736047,2.8317623
-3.0919318,-0.5371789,4.224538
-3.1127357,-1.191605,3.1333406
-3.54555,2.276311,3.2388835
-2.8583348,2.2257617,0.7064049
-5.6236753,0.52088124,2.4040182
-2.7614594,-0.10131396,3.9333386
-3.3797288,-0.87103736,3.8424845
-3.5682733,0.24514094,2.5199287
-3.8815484,-1.3900266,5.4857287
-3.4593272,2.6000993,2.2590787
-2.2705917,-0.93036324,3.9762597
-3.6638443,-0.9183653,2.3507526
-4.6833935,0.3834866,2.3569043
-2.1140268,-0.50558376,2.0683222
-3.62928,-0.010799131,2.858078
-2.2927985,-0.7596206,2.419828
-5.1273236,-2.3480778,3.1756282
-2.4625514,-1.0689446,4.1931562
-3.8706393,1.1994015,1.5346396
-1.8011348,0.17944773,4.068495
-3.098031,-1.8464549,1.2133662
-5.046412,0.056337785,3.3645957
-5.367811,-0.008825566,2.3338523
-2.347568,0.004206021,2.8398986
-1.7493982,0.22918767,3.6761308
-2.5748625,-0.7206704,3.2499673
-4.3793497,-1.4861271,3.8186123
-3.4820664,0.11029041,4.8643727
-3.8488617,-0.66787785,1.935645
-3.1805587,0.4729013,2.23856
-3.3521497,0.67196494,4.747338
-0.15439296,-2.5110488,2.212606
-4.8821883,-0.13084483,2.2636752
-0.93414164,-0.807303,1.851927
-2.1440248,0.14440599,2.647621
