x,y,z
-2.0825322,-3.3816538,0.7100599
-1.2801802,-3.1141934,-0.032829523
-0.29574656,-2.3960924,-3.5194254
-1.4206667,-4.447902,-1.2396765
-3.16924,-1.7348511,-3.1913347
-2.102318,-2.5671837,-1.483744
-0.9075719,-3.3353944,-4.5681806
-2.3131475,-2.4871979,-2.016485
-1.9148166,-4.0654783,-2.2264915
-1.2543188,-1.5223258,-2.5063193
-2.5656586,-2.6033976,-2.6521072
-2.1640456,-1.0628667,-3.0949032
-2.160618,-3.287842,-1.9977815
-2.7547789,-3.744281,-0.5851331
-1.4839559,-2.0594056,-1.5970765
-2.9724674,-2.5292954,-0.7030728
-2.3127942,-0.56349385,-3.8990629
-1.060174,-0.8701869,-1.5827527
-1.7206632,-1.1580242,-3.6584234
-0.85400474,-2.919445,-2.7241404
-2.3057523,-2.3337755,-1.4903128
-1.2315183,-2.3387725,-1.8277254
-1.4775109,-2.0283954,-1.800331
-1.2059071,-3.4823227,-1.2049402
-0.23974586,-0.47325468,-1.9236131
-1.9043516,-1.6556177,-2.3477752
-1.0622971,-2.6772301,-1.2029382
-2.7353847,-1.6419704,-2.247098
-1.4560629,-1.6109166,-1.3976303
-2.231071,-1.3150945,-3.044886
-1.4143717,-2.5777407,-1.5366695
-1.2172663,-2.240811,-1.3960104
-3.5792727,-2.6969225,-2.7908323
-2.1954336,-3.0162048,-1.7095746
-3.9868386,-2.025062,-1.3866937
-2.5365026,-0.7511482,-1.8474945
-2.6980581,-2.476721,-0.76446354
-0.79236674,-1.1271758,-1.197723
-2.508185,-2.4750109,-2.1816568
-2.6787763,-2.1038623,-1.8623185
-1.9445969,-1.8897259,-2.5042582
-2.6193395,-1.1900392,-2.597134
-0.8158865,-1.3305981,-2.3808403
-1.0460789,-2.2933547,-2.0542705
-1.6922169,-1.7009633,-3.5323067
-4.7962284,-2.1241047,-2.7481432
-1.321936,-4.9045305,-1.4279556
-2.997873,-2.4360454,-1.7092154
-2.4128697,-1.4722725,-1.2954545
-2.173981,-1.6085429,-2.2075808
-1.2815456,-2.7268825,-0.68380165
-2.8719475,-1.7929319,-2.8633192
-2.8286426,-4.3050222,-1.8481101
-1.9316514,-0.80630434,-1.9957054
-3.2040877,-1.4639473,-2.808058
-1.4431357,-2.230517,-2.3521578
-2.7084877,-4.221532,-2.3421867
-2.3540308,-2.6614351,-2.9469068
-1.1355646,-1.1486543,-2.432162
-1.5610827,-1.0998242,0.14391685
-3.5205302,-3.201245,-1.450338
-0.29870272,-1.5180304,-0.9449394
0.8137543,-1.1472886,-0.39080203
-2.95254,-2.5162663,-5.3289156
-2.3234293,-4.287122,-2.3393354
-3.5324922,-2.177885,-3.7879605
-1.8183445,-1.7763826,-3.5783663
-2.1904383,-1.0800397,-1.3753908
-2.3036458,-1.409218,-1.4899762
-0.2855574,-0.83094025,-2.687348
-1.4469461,-1.949183,-2.791044
-0.8494283,-3.4512858,-2.3358777
-2.8261251,-0.8448967,-0.37887585
-2.575148,-3.25287,-2.1746159
-2.5049133,-2.8202324,-1.4588358
-1.7651277,-0.36964715,-0.72022605
-1.1978495,-2.1429043,-0.6590738
0.195966,-1.7705367,-0.8140309
-3.2431417,-1.5801139,-1.1694977
-1.8923688,-1.4287615,-1.4240417
-1.2290157,-4.5378304,-2.063505
0.033718824,-2.7207181,-3.0794072
0.38479853,-1.790082,-3.3223066
-0.27603507,-2.0796382,-0.76023364
-2.7136502,-3.487197,-1.398684
-1.6710849,-2.3672242,-1.8934075
-1.3088795,-2.8555322,-1.6149884
-3.7204614,-1.7812077,-1.4878125
-4.0184193,-0.88943183,-1.966387
-3.16202,-3.6329112,-1.8858101
-3.344981,-0.3907081,-2.9224832
-3.1282759,-2.8108144,-2.40198
-2.6404572,-4.0604944,-0.4906665
-3.7235546,-2.5582669,-2.1257753
-0.20106423,-2.626161,-1.8772533
-1.7606187,-1.3823256,-3.0092154
-2.4974873,-2.7463136,0.006456375
-3.3344245,-2.4937356,-0.9049469
-1.557475,-2.4932353,-2.3474133
-1.6305791,-3.0677075,-0.29953134
-0.38634467,-0.91909206,-1.6037786
-0.26430678,-2.857239,-2.5718973
-3.224337,-1.2612383,-1.5308707
-1.1940897,-4.125469,-0.39479768
-0.24640238,-2.6910672,-2.6933308
-2.0123832,0.447546,-0.9241234
-2.0506485,-0.8791615,-1.2917666
-2.4483747,-1.5714009,-2.207125
-2.0314713,-2.650596,-0.667006
0.4036696,-0.7180419,-2.2732337
-2.6370182,-2.1338084,-2.552303
-2.5640182,-3.4640641,-4.345299
-0.8206568,-2.8278348,-2.1544642
-1.5039248,-2.8548942,-1.4002026
-1.5932369,-3.0399737,-2.1883092
-3.7969966,-0.3792603,-0.5681063
-2.3178189,-2.4453807,-1.5301267
-2.9297476,-3.0386038,-3.9333196
-1.3195341,-3.3452196,-1.1185534
-1.9863013,-1.5647943,-2.625929
-1.6049962,-1.0787987,-0.50711954
-1.2653251,-2.117366,-1.5300928
-2.1116867,-2.1342936,0.67116857
-0.6390517,-1.4010947,-1.4364249
-1.8955518,-1.8424414,-1.4610412
-1.6205118,-3.4922662,-1.5895469
-1.3831172,-1.4865019,-1.3601236
-2.8512185,-3.1518092,-2.5558178
-1.0774493,-3.8604221,-2.5387473
-0.79929245,-2.0124934,-1.9779742
-3.5248384,-0.92216384,-0.48519707
-3.1614523,-2.508071,-3.120016
-3.2909322,-1.0849211,-2.28154
-2.1717796,-2.1534421,-0.32222617
-3.565106,-2.2051432,-2.2326114
-0.97414386,-0.29473937,-1.5122819
-3.0872164,-1.3904874,-2.6050663
-2.1015246,-3.3290029,-1.4854009
-1.4792585,-1.1539689,-1.5809345
-2.188326,-2.3773189,-0.057343364
-0.8145635,-1.8235419,-0.73789704
-0.9010514,-1.3812575,-1.0920802
-1.2069582,-2.2553327,-2.675416
-1.7379953,-2.611219,-2.3450162
-1.8326415,-1.4807835,-3.1064696
-1.2083433,-0.96851873,-1.0435262
-2.4806912,-2.1912873,-2.066276
-2.4565845,-2.3248556,-2.9759529
-1.0426633,-2.3244042,-3.255176
-2.0553007,-3.6639087,-2.7342806
-1.4834663,-2.3300881,-2.6250548
-1.5072796,-1.3559213,-2.7763195
-2.0034108,-0.7104101,-1.9842286
-1.9754162,-2.8772798,-1.1243532
-1.1401865,-3.8682222,-1.3690759
-2.6657352,-1.3072765,-2.0299168
-1.7285321,-3.1707873,-2.1351519
-2.5544803,-3.9165554,-1.5256053
-2.3075366,-2.3880641,-1.6146665
-1.6091479,-3.045739,-2.551237
-1.7858056,-1.6238908,-0.9932785
-2.715802,-1.3728254,-1.4511104
-2.5298574,-3.1834722,-2.7952213
-0.44519997,-2.6988318,-1.5490443
-3.3368468,-2.213077,-2.0852911
-1.6295832,-1.6706282,-1.3906116
-1.1106143,-0.29739904,-1.4288552
-2.0565445,-2.3684049,-0.9463906
-0.42918313,-2.4254026,-2.8944066
-2.278735,-1.7325343,-1.323261
-2.655495,-0.8463379,-0.5803008
-2.6549826,-1.783882,-3.6653552
-1.4187806,-3.0576243,-2.242384
0.30430388,-1.9980386,-3.524399
-1.2076637,-1.3075819,-1.6734029
-2.0128062,-2.3783228,-2.4671443
-1.7428968,-0.55061126,-2.5609207
-2.2590592,-3.2197375,-2.1231587
-1.597273,-1.8807592,-1.5115057
-3.096814,-3.580346,-3.5886383
-1.7209588,-1.3844987,-2.7947433
-1.506888,-1.5414922,-2.6547391
-1.910598,-2.0236661,-1.0352576
-2.3527827,-2.938952,-2.453855
-2.8083262,-1.8993413,-1.1964092
-1.208375,-1.4257658,-2.5046685
-2.0915089,-2.878063,-2.162741
-3.7593293,-3.1134012,-2.331911
-3.0051684,-2.3608496,-0.46272635
-1.5860091,-0.6445743,-1.0214237
-1.6637146,-2.0477917,-2.9737895
-1.8154099,-2.4169316,-3.9772198
-2.475313,-1.6428143,-2.823503
-3.0598497,-1.7988777,-3.3037581
-0.9420403,-3.5121503,-1.8816862
-1.5576546,-3.2491372,-2.3693047
-3.030459,-1.496768,-2.8882692
-1.1432459,-3.168693,-1.2229913
-3.143941,-2.2926824,-0.38971806
-2.030726,-0.3109101,-4.6419544
-2.0860467,-2.250318,-0.054825187
-0.7558198,-1.2237226,-1.8203928
-2.8194385,0.2265284,-2.8624697
-2.3439746,-1.3274181,-0.46592927
-2.1524193,-2.0976536,-0.97350776
-0.77305925,-2.9634295,-1.2858704
-2.391235,-1.0129404,-1.1251506
-1.6422018,-3.6579933,-3.1365335
-1.9824253,-2.7022061,-1.3980598
-1.3511038,-1.0029489,-2.4656868
-2.8628063,-1.3673942,-2.8557749
-1.8947276,-3.017755,-1.5868672
-2.2215571,-1.3394506,-2.5116973
-1.7627652,-4.2454925,-3.8711247
-1.942882,-0.91904855,-2.7156553
-1.3582253,-3.024794,-2.9282258
-1.5814778,-0.90753853,-2.6329274
-1.8821918,-2.8887005,-2.0703356
-2.0471883,-2.889527,-1.911759
-2.4532173,-3.0891051,-2.0099413
-2.8075197,-0.33592808,-2.8568048
-2.6262727,-4.241762,-2.057104
-2.6354663,-0.39651406,-0.5820756
-3.3372273,-0.5876956,-2.956471
-0.60488284,-2.7839165,-0.51081073
-2.2862735,-1.3482437,-1.381293
-1.0495708,-2.6937158,-0.5885562
-2.2039177,-1.1592963,-1.2501676
-1.651494,-4.340109,-1.8480599
-2.122108,-2.1156788,-0.7306509
-1.4053253,-1.796863,-1.0193262
-1.0475948,-1.7786391,-2.7407465
-3.4035048,-1.4728084,-1.9302328
-2.8979626,-0.10350776,-3.316379
-1.7984157,-1.7498325,-2.8234313
-3.1641984,-2.8322778,-2.0041437
-1.0748231,-1.0524738,-3.556301
-2.1058505,-0.53901625,-2.8366005
-1.2074845,-0.66907215,-2.383674
-2.7187765,-1.2007163,-1.3696296
-1.6161311,1.0905051,-0.6651099
-2.956563,-0.35104465,-2.4750028
-3.6659245,-2.6631675,-3.0481954
-3.750854,-2.4679375,-3.5974662
-2.1078134,-2.3330433,-2.0561326
-2.4993665,-3.3328333,-1.8502614
