x,t
2.3156054,-1.9705131
-0.4525544,0.72481114
0.11562749,-1.2864631
-0.43890244,0.04886039
0.058101464,-1.1653821
-0.58260316,0.49254325
0.2786585,1.1590004
-1.038822,0.21820691
-0.51156616,0.54579383
-0.5874949,-0.5107243
-0.56967086,0.42032138
1.8317018,-1.8665935
1.4082792,1.6605808
-0.2719034,-0.51417434
5.074642,-2.888283
-0.2996199,-0.7863204
-0.8621074,-0.06935037
-0.8821276,0.085380346
-0.88518065,-0.3544683
0.2719414,-1.2552792
-0.72400707,-0.3196871
-0.5035641,-0.252925
-0.28144813,-0.69197065
-0.5560236,-0.22681548
-0.36908188,0.46735144
-0.6156154,-0.026969094
-0.7469692,-0.50556254
0.21606936,-1.2009565
0.23387568,1.2366177
-0.09345014,-0.8411156
0.48487794,-1.2231742
0.1456111,-1.0834275
-0.6600978,0.43032402
3.3492026,-2.3844311
-0.8802862,-0.30218974
0.063296676,-1.0100579
0.9113387,1.6620562
0.41422683,-1.2835187
-0.38886085,0.2533283
-0.36728612,0.762179
-0.5383203,0.35300115
-0.30761147,0.61802816
-0.62579226,-0.59335726
2.8836212,-2.3445244
1.6901811,-1.8132331
-0.14772013,-0.736242
1.8429813,-1.8316373
3.192416,2.4410965
-0.64032507,0.43666807
0.65951115,-1.2941746
0.69662523,-1.5016594
0.9176219,-1.3496224
-0.3721739,0.24626386
0.07775096,1.1985141
-0.31983218,-0.56641436
-0.5315902,-0.75405544
-0.21757187,-0.3674092
-0.18135421,0.8171548
1.9007584,1.939339
-0.63393736,0.18830094
1.5812417,1.7868904
-0.72058445,-0.26440048
-0.082748786,1.0471514
-0.5449642,-0.43106154
-0.90233636,-0.36602575
-0.30985627,-0.8031167
-0.31363794,0.71125746
-0.09484201,-1.088054
-0.12221758,0.9143442
0.5500592,-1.2796853
-0.43528938,-0.04094477
-0.38882673,-0.69443536
0.9028714,1.4900969
-0.6458224,-0.5007326
-0.49204376,-0.8494738
-0.276984,0.39256817
-0.7893687,-0.029316582
-0.90415496,-0.11314453
-0.5780103,0.0049247285
-0.85486394,0.2784256
0.61912006,-1.3512021
-0.6379265,0.20962696
-0.47329137,-0.4494558
-0.42871186,0.5534063
-0.6026697,-0.028982265
-0.4653197,-0.218226
-0.97399974,0.09210086
0.33652133,1.2161787
0.82233024,-1.3891295
-0.23690078,-0.78983444
-0.3786801,-0.38517523
-0.8072783,0.20230167
1.6567836,1.7216511
-0.347166,-0.9177116
3.4900098,2.5050466
-0.5673385,-0.06578858
-0.41144916,-0.5353018
-0.47573704,-0.89015436
-0.76905704,-0.17963481
-0.2157585,-0.41803384
-0.25485918,-1.1614155
-0.80550927,0.4974926
-0.70780295,0.388612
-0.5636428,0.54967445
0.7605321,1.500261
-0.1455669,1.0064707
0.2774404,-1.2514917
2.1901622,1.9677125
-0.81004715,0.08258318
-0.44558078,0.5661808
-0.7501152,-0.008911698
-0.6370365,0.5519914
1.192962,1.7173034
-0.10179582,-1.0600783
-0.54231626,-0.35982022
0.67493796,-1.6136323
0.22682534,-1.1672342
-0.54602504,-0.63410795
-0.7923652,0.045735944
-0.3862367,-0.80079454
-0.6133029,-0.36958182
0.1491007,1.0013938
-0.60094243,-0.37253246
-0.7708785,0.0026470202
-0.43045625,-0.69878584
1.5692089,-1.8669618
-0.19368412,-0.8824767
-0.6264358,0.14662714
-0.7485189,-0.13554315
-0.60895014,-0.020750139
-0.31153047,-0.8096455
-0.726507,-0.37146503
-0.54112506,0.06509488
-0.6743603,0.115285315
-0.35661644,0.83239156
-0.12327618,0.8279529
-0.6938424,0.032526888
2.5356414,2.2232554
-0.28119305,0.63812584
1.4328717,1.7972177
-0.76756805,-0.37596703
0.7604231,-1.4678019
0.82902455,1.3774236
-0.8591251,-0.3112219
-0.15449025,0.61066276
1.0236653,-1.5209675
-0.21524014,-0.82631433
1.6498764,-1.9290544
0.032632746,0.69650936
-0.4660582,-0.40441242
0.6514139,1.3236988
-0.1667486,0.47243834
0.8121655,1.6905813
3.2207496,-2.3668532
-0.638775,-0.21381706
-0.4117322,0.05146964
-0.63752,-0.44482788
-0.35401732,0.4397275
-0.5148922,-0.14675093
-0.35330996,-0.11344693
-0.71534747,0.19458903
-0.78408986,0.0369296
-0.83483154,0.3968225
-0.57352245,0.2083601
-0.7979914,0.2349305
-0.48402816,0.7072448
2.5155373,-2.1171625
-0.6606416,0.79976064
-0.5879091,0.11838195
-0.20830692,-0.36491418
-0.5940401,0.266377
-0.36539465,0.60317975
1.5065745,1.7405744
-0.61326,-0.70813197
3.4976296,2.5266488
-0.85913366,0.29845098
-0.7543481,-0.124241844
-0.7444373,0.38760146
-0.45394197,0.7945194
-0.2337191,-0.96101826
-0.44306538,0.6720945
-0.95097077,-0.27138314
0.61999255,1.3054668
-0.76375866,0.24965991
2.3059003,2.1192307
0.780341,1.4865584
0.6503891,-1.2059283
2.2847185,2.0011542
1.0818629,1.4967346
-0.9413442,0.07568311
-0.3917835,0.6964478
3.0271497,-2.2965434
-0.22949488,0.5820774
1.0571129,1.5207248
-0.84824973,-0.21630897
-0.74797136,0.35102743
-0.87678206,0.0018785887
-0.6042464,-0.7423149
2.4995916,-2.1359713
1.6947598,-1.7656146
-0.6995721,0.11809213
-0.8951468,0.0804572
2.4380147,1.9787152
1.3232276,1.6730353
-0.20964523,0.6617761
-0.5847536,-0.53945327
2.0162497,1.911801
1.2494079,1.550372
-0.0924924,0.993003
-0.6787082,-0.28984162
-0.51362824,0.5044593
-0.1048335,-0.90374255
0.14605014,-1.092421
-0.31040075,0.8648869
-0.46986854,-0.86394244
-0.32730266,-0.6828636
1.8009162,1.8639752
3.3902586,-2.3723452
-0.8117127,-0.11324432
-0.54541993,-0.15175223
-0.6817106,-0.35487252
-0.199824,0.92372316
-0.42346874,-0.4756431
0.17340076,1.1539105
-0.78095543,0.03565459
-0.031361997,1.0053176
1.8775295,-1.9391593
-0.4643697,0.69496477
-0.37507153,-0.51805097
-0.37032804,0.69302565
-0.6575608,-0.43587136
0.5048483,-1.4799745
-0.5363609,-0.24484695
-0.4380573,-0.54018277
-0.18310547,0.90581656
0.39144194,-1.1451101
-0.8324613,-0.40126663
-0.87937534,0.20730698
-0.1150069,0.98156846
0.026541566,-0.95117635
0.9280875,1.4881525
-0.67531216,-0.29904178
-0.81348515,0.41309607
-0.93310183,-0.014106835
-0.26255646,0.887604
0.56596476,-1.1386212
-0.63915837,-0.007258489
-0.35634562,-0.38364398
-0.3846519,0.84104043
-0.8011765,-0.14184722
0.6206255,-1.3627182
-0.63070035,-0.05887113
-0.5556785,0.26381814
0.022741212,-0.79009503
3.4373538,2.4476779
-0.5772358,-0.40916327
-0.5112021,0.48489225
0.6993276,-1.2590501
1.386092,-1.6860988
0.13722123,-0.7231367
6.0353203,-3.1385279
0.13251339,1.0916365
1.531673,-1.6331604
0.46020627,-1.104065
-0.3275437,0.63403505
0.9898034,-1.509817
-0.81600714,-0.5786977
-0.66363084,0.4105037
-0.41197556,0.2104955
-0.3893695,-0.6403223
-0.8518613,0.5353373
-0.7113418,-0.016537132
-0.9505039,0.09500708
-0.20376034,0.94572955
-0.7885547,-0.13034154
-0.7984144,-0.1553987
-0.32166862,0.37403464
-0.100923866,-0.8798465
0.069389686,1.084931
0.09621455,-1.1580467
1.7887564,-1.8311867
-0.6741887,0.558658
0.744135,-1.3388561
-0.12876047,0.83112264
-0.7439635,-0.14847642
0.31175354,1.0448457
1.7857808,-1.8836951
-0.512649,-0.17697473
-0.5557768,0.29136667
-0.64543104,-0.08335436
-0.12589622,1.1025934
0.8982033,1.4064975
-0.69132316,0.23789299
-0.6727286,0.6748276
-0.31354523,0.739287
-0.62801677,-0.39206243
0.86924285,-1.4861164
1.2904854,-1.5491605
1.8102478,-1.9310577
-1.1138898,-0.2227408
-0.46930403,0.18177608
0.42939973,-0.987237
-0.05682288,-1.0673226
-0.6749651,0.37894446
-0.5684052,0.48246288
-0.85807747,-0.32808164
-0.12778313,0.75170183
-0.91734314,0.23826228
0.027697384,-1.1279122
-0.40424147,0.5468259
-0.7379738,-0.21478382
-0.1453094,-0.54212177
-0.79087687,0.37691176
-0.41478273,0.0812156
-0.45026395,0.5944791
-0.15300705,-0.9256096
-0.36871594,-0.51734704
-0.62158513,0.24689417
-0.7238661,0.33024436
-0.51528925,0.68147975
-0.6039903,0.43286365
-0.38152584,0.16322197
-0.1647721,0.83825934
-0.8720825,0.0476135
0.18706004,1.2209618
-0.20272341,0.3891919
0.07216058,-1.1262262
-0.7358799,0.051075015
-0.48715153,0.50538784
-0.41732448,0.7103117
-0.72970665,0.044944875
2.1946146,-2.0083408
-0.7691792,0.32594895
-0.35157666,-0.78655535
0.25318646,1.2134981
-0.37331653,-0.082566656
-0.5773278,-0.44110057
-0.42474532,-0.40918058
0.11031686,0.987371
0.24732222,-1.190573
-0.49796745,-0.74021894
1.3627772,-1.7752343
-0.5452256,-0.52072746
0.6675202,1.3293078
-0.51213765,0.5113986
2.2558186,-2.0197675
1.3366942,-1.6043985
-0.60941094,-0.20179118
-0.54581916,0.73872125
-0.73216087,-0.24494289
1.6645421,-1.6080911
-0.21234404,-0.8322649
0.6659879,-1.3338983
-0.65608907,-0.34720477
-0.55434024,-0.37832144
-0.6303864,0.22921005
1.0182322,-1.5666535
0.389704,-1.3542916
1.1890755,1.5385267
-0.77256155,-0.026054626
2.4514313,-2.2018445
-0.3567927,0.5056375
-0.35799307,-0.45220417
-0.17526755,-0.78612703
3.7037287,-2.5482557
-0.4354152,-0.5449897
-0.6007174,-0.52641076
0.27022907,1.2033361
-0.009395104,0.8876487
-0.39322564,-0.48052895
-0.7778105,0.038127664
-0.8563544,0.2953186
-0.7761665,0.15318798
-0.7447021,0.0841978
2.3186119,2.0177126
-0.6254585,-0.43241164
-0.85681975,0.4138391
-0.59971243,-0.3005584
-0.32340232,0.51666117
-0.3324661,-0.6708347
0.6989873,-1.3766425
-0.81929934,-0.25862578
-0.16600221,-0.9961879
2.7280388,2.1120412
0.19609533,-1.1687281
-0.5926582,-0.43355978
-0.6629908,0.6449365
-0.53397274,-0.63934046
-0.5827663,-0.20173912
-0.42600018,0.660462
1.2295411,-1.6041002
-0.6704932,-0.11186682
-0.41955376,-0.59968895
-0.59269065,0.22190085
-0.13517548,0.8842617
-0.14312653,0.9868094
0.3993967,-1.1527061
-0.4225117,0.748858
-0.2682062,-0.8986377
-0.55490047,-0.1910133
1.7714981,1.9959688
-0.4253549,0.6052965
-0.72982305,0.122216925
-0.08401318,0.7958698
-0.2690284,-0.7860571
-0.65111464,0.29353735
-0.6150707,0.68011254
0.48767138,-1.2421857
-0.40637416,0.5693822
-0.56414634,0.27325496
-0.5130828,0.08937878
0.2764325,-1.2427666
-0.738693,-0.12957042
2.3494658,2.0768955
-0.44046512,0.1760711
-0.79568934,0.5442756
1.3951114,-1.7735751
-0.6344129,0.09914473
-0.20281081,0.9153171
-0.016859917,0.83683455
-0.6964502,0.4280399
-0.108804695,-0.7626759
-0.033293933,-0.9282085
1.8744944,-1.8536432
0.986572,-1.4140217
1.3086773,1.6662865
-0.55772245,-0.6077979
-0.79730344,-0.08801512
-0.71788347,0.31486005
-0.537349,0.51394844
0.6694761,1.2648543
1.3157729,-1.7241869
-0.82268643,0.39534786
-0.4095953,0.706188
-0.15894525,0.7546368
-0.6758087,0.22762439
0.22463998,1.1019516
-0.85981554,-0.108360134
0.9234179,1.4197016
-0.6682659,0.037410486
-0.17967355,-0.7811119
-0.100991726,-0.74904555
1.9180065,1.8920833
-0.47715616,0.29361266
-0.59067416,0.25402263
0.6829115,1.384273
2.8399565,2.1739314
1.391611,-1.7806212
-0.8532473,0.10588567
0.29960376,1.0610219
-0.67834514,-0.28502223
-0.5909274,0.52123183
-0.3169313,0.5659591
-0.31435418,-0.79343295
-0.9008089,-0.20769367
-0.17506826,-0.94977933
1.2603993,-1.6112416
-0.54746914,-0.052844767
-0.2532465,-0.9539177
-0.58208764,0.3445768
-0.6089357,-0.09854343
0.94791794,1.4405224
0.17878193,-1.0953943
-0.6260135,-0.367528
0.17015384,1.2027258
0.19173706,-0.96315265
-0.0019726593,0.7985098
-0.4473158,-0.1488282
-0.49751604,0.11751269
2.0753627,1.9317902
-0.014633308,1.093612
-0.8124588,0.43772504
-0.613677,-0.2676659
1.2540594,1.6280524
0.09751049,1.0034122
-0.78783363,0.42860588
-0.65273607,0.14202414
-0.78893,0.02894575
0.9940407,-1.522713
-0.25157598,0.45561734
-0.6090935,-0.6936858
1.6552104,1.8335652
-0.90690106,0.0066627692
-0.7405953,-0.066932276
0.70063496,1.4402301
0.15492432,-0.8575615
-0.5300046,0.11498046
-0.538787,0.17697497
-0.76206887,0.15903877
-0.28069073,0.71939105
-0.5207481,0.61588615
-0.70134455,0.20301247
-0.36240453,-0.35043934
-0.10813865,0.9075192
0.09597733,-0.9462661
-0.75029397,0.4206372
-0.14540945,-0.9317917
1.5039773,1.8060111
0.06789475,-1.0030459
-0.5133276,0.09556447
-0.66753465,0.3219832
2.096188,-1.9816797
-0.66084415,-0.12329392
-0.94258684,0.22754894
-0.6083874,-0.3800991
-0.22962295,0.7606968
-0.29186887,-0.8751119
0.12634417,1.0311636
-0.59613395,0.3793647
-0.50236636,-0.7614552
0.69079065,1.5219053
-0.77013737,0.35924706
-0.5220479,-0.5516657
1.2732956,-1.7943513
-0.55598795,-0.53436595
-0.26847464,0.7441426
-0.5635339,-0.5980174
-0.20221591,0.99705666
-0.22421227,-0.86115324
-0.8236671,0.34597483
-0.5309106,-0.1851142
-0.28628072,-0.690166
-0.7712468,0.21808381
-0.84594643,-0.054830026
-0.20768428,-0.7752612
1.5434037,-1.7756442
-0.86778855,0.19130906
-0.6653428,-0.37607145
-1.0226967,-0.22758105
0.09931171,-0.9856919
-0.5868225,0.057265475
-0.8722289,0.23674321
1.0753052,-1.5630437
-0.465426,0.06796791
1.1381085,1.6198714
-0.39407775,0.24217905
0.3310863,1.0788699
-0.4560037,-0.7176462
-0.62499243,0.28333157
1.7301116,1.9139597
0.15653832,-1.3590121
0.7193552,-1.415658
0.18575466,-0.93799144
-1.0556148,-0.12422179
-0.817962,-0.08965396
0.3538999,1.0028527
1.7294688,1.7774487
-0.4889549,0.071415745
0.23028268,1.0607404
-0.64042836,0.1745598
-0.7039075,-0.1665754
-0.54282975,0.4307355
-0.32220298,-0.7700422
-0.33198157,-0.8700954
-0.49032912,-0.19607069
0.39812282,-1.4532758
-0.7401312,-0.044500463
-0.6382147,-0.44487673
-0.8371811,0.26730418
0.5910872,1.5303845
0.35047904,-1.0408623
0.17048626,1.1545626
-0.6982499,-0.17043999
-0.093253046,-0.989097
0.1500611,1.0291952
0.7729905,1.4221834
-0.47816256,0.7688394
-0.72261333,0.40737644
3.0840368,-2.2757456
-0.073862165,-1.0129488
-0.45616361,0.21161819
-0.5924522,0.33667105
0.49110293,-1.3262862
-0.1080889,0.8547658
-0.6312287,-0.12766233
-0.7850308,0.3025088
0.023197155,1.1002241
0.44746166,1.3341779
-0.792919,0.42810634
-0.63706326,-0.29906797
-0.5627361,0.7971846
-0.015392674,-0.9864661
-0.94088346,0.019793687
0.39860356,1.1918471
0.51227355,1.1789156
-0.014349826,1.0838804
-0.17277104,-0.7669988
-0.65105265,-0.2584571
0.80589175,1.3613474
4.624201,-2.728988
0.034655347,0.893416
0.8340632,-1.4018265
-0.7793111,0.1592586
-0.6600072,-0.6400062
-0.3453526,-0.57658803
-0.6131108,0.19040926
-0.75385505,0.48126945
-0.47126096,-0.70105547
-0.3451502,0.49515134
-0.85770434,-0.17901342
-0.39147586,-0.431773
-0.6188227,-0.09299047
1.5581045,1.8111738
0.5390312,-1.3816303
1.0227352,1.5757861
-0.5361415,0.19164409
3.078487,2.3087227
-0.6909691,-0.5271544
0.0007126704,-0.740562
-0.47365138,-0.19696644
1.3350521,-1.7011534
-0.6235562,-0.05466731
-0.54464775,-0.0014878525
-0.12524958,-0.82569045
0.5898497,1.4692371
-0.49107778,0.57284373
-0.26412517,0.63550764
-0.51715255,-0.20057258
-0.41463658,-0.21465023
-0.22296393,0.9038307
-0.6430075,0.17544682
-0.7122437,-0.06064046
-1.022603,-0.16395725
0.6431791,1.2837173
0.6546059,1.297762
0.3869155,-1.0772234
0.19035819,0.8849487
-0.4957564,0.26823872
-0.52593666,0.085139856
-0.9600475,0.17817645
-0.15691179,-0.9637528
-0.011799065,-1.0693772
-0.27606666,0.57318497
-0.34764463,-0.65251136
-0.33947417,0.67584723
-0.6879993,-0.08891452
-0.7087051,0.4524845
-0.77371407,-0.42486313
0.25926653,1.0852126
-0.4982564,-0.5626192
-0.60124934,-0.13200912
0.09682902,1.1755987
0.2556826,-0.99772006
-0.54189783,0.3846731
0.14197865,-1.0975094
-0.7302317,0.5264657
-0.3144922,0.32891896
-0.41725856,0.53779674
-0.55807143,-0.6403753
-0.64419085,-0.22431956
-0.17393076,0.8794847
-0.5856254,0.5291835
-0.01662809,-1.1109746
-0.5433466,0.07021614
-0.47112367,0.35710442
-0.8946876,0.4565281
1.8762217,1.9503676
-0.69179887,-0.22011758
-0.26819932,-0.75805986
-0.45554087,-0.23709868
-0.8464636,-0.2082935
-0.3614335,-0.5791943
-0.14161125,0.96342564
-0.85514736,-0.37887233
-0.5391127,-0.51088226
-1.0281962,0.0025221494
0.99306834,1.4138676
0.278095,1.2319002
1.5273007,-1.9103652
-0.3596848,0.16164123
-0.38982037,-0.70514596
1.162603,1.587619
-0.6367676,-0.057195764
-0.13497263,1.0898622
-0.60921437,0.40965578
-0.5957199,-0.20143084
1.6635389,1.6957009
-0.6274666,0.05318907
0.3916441,1.2599036
-0.54280967,0.76073176
-0.49728227,-0.4852352
-0.07292918,1.0117149
0.19054657,1.0017879
-0.25239328,-0.2375088
1.4412695,1.7757328
-0.32201973,0.70383453
-0.010195388,-1.0582412
-0.54940313,-0.5219226
-0.56931376,-0.54994
-0.54713964,-0.60437495
-0.825656,0.19846784
0.32996732,1.1975168
-0.8835414,-0.24368688
0.5885191,1.2915207
1.823008,1.8836346
-0.0802799,0.73891723
5.7828503,-3.1040485
0.8142355,1.4155765
-0.23245838,0.7212775
-0.103363186,1.007627
0.6529743,1.4294858
4.6580853,-2.8359869
-0.7911271,0.8374576
-0.34956142,0.25113463
-0.6353887,0.12855665
0.1106903,-0.8336952
0.16897407,-0.8485743
1.8961445,1.8243428
-0.24249406,-0.7330337
-0.5416206,0.49866003
-0.64750326,-0.3161089
1.2271161,1.6199075
1.0020056,-1.5393573
-0.83334994,0.12082098
-0.09449435,-0.8721654
-0.6593127,-0.095865265
2.5954692,2.132906
-0.5782553,0.4842411
-0.68945676,-0.28797156
1.310293,-1.6942823
-0.72930914,-0.064880386
-0.115108676,0.5410861
0.10602814,-0.8822734
-0.85188466,0.1212845
-0.38060486,0.6492299
2.3659499,2.031798
-0.40897644,-0.39300978
2.0293376,-1.8204834
-0.6218792,-0.118056975
-0.6652163,-0.058877453
-0.41773677,-0.80239457
1.0439802,-1.4992025
0.3662035,1.0095263
1.262609,-1.5587152
-0.5348087,0.5720846
1.3839892,-1.6115282
-0.6956442,0.0025175305
-0.43008882,-0.15227166
-0.28757316,0.82186294
-0.7901244,0.3627935
0.060542863,0.7295978
0.9011222,1.3782251
3.2770002,-2.417145
-0.32239437,-0.8733484
-0.5119865,0.059780225
-1.0013443,-0.042600375
-0.59861857,-0.5302233
-0.0058271154,-1.2489946
-0.34302557,0.053915363
0.18223165,1.1186157
-0.70289075,-0.017934065
-0.7859539,-0.14784674
-0.25355917,-0.26736256
2.7431045,2.2375739
0.52578163,-1.2554089
2.0197325,1.9350444
-0.42103693,-0.2924935
-0.71202743,0.2530022
2.1301005,2.0558634
-0.6664791,0.044875495
-0.1631984,-0.8555542
1.8831415,-1.9759021
-0.61431855,0.0031922834
-0.4576086,0.32039443
-0.581732,0.26789066
0.5339135,-1.2941065
-0.6086467,-0.18822783
0.10537155,-1.1457583
-0.8807251,-0.42305478
0.37667665,1.3003424
0.55979514,1.3188607
-0.6807264,0.5032322
0.6979693,1.321532
-0.52937424,-0.29562354
-0.35711098,-0.2517341
-0.59407043,-0.26467922
1.0829499,-1.4287885
-0.33712268,-0.6443373
-0.44232184,-0.4441564
-0.12647343,0.90397656
0.067313105,-1.0836264
-0.4003187,0.7373533
-0.027435325,0.9030249
2.3278565,-2.1010163
1.2803059,1.5748231
1.6582934,1.8633987
0.9283629,1.6111143
2.385636,-2.1043406
0.980519,1.6729274
-0.64136785,-0.19658254
-0.4130834,0.7303183
0.3913917,-1.2747217
-0.23486081,-0.7237567
-0.4622654,-0.42145255
-0.7238603,-0.35759965
-0.422064,-0.58895564
-0.80504906,-0.16810769
-0.5257935,0.070757344
-0.10441205,0.71886206
-0.649793,-0.15170015
2.6924167,-2.1914568
-0.41424307,0.8433164
-0.46057856,-0.5505449
-0.5602367,0.622907
-0.12561493,-0.9429166
0.37899342,1.2020832
-0.81534857,0.10125875
-0.68378264,0.01762182
0.025918553,1.0496882
-0.49134767,0.15090345
-0.6475562,-0.23808081
-0.8128355,-0.48088053
-0.21694575,0.7145888
0.75815547,1.5358869
0.57114744,1.2660141
-0.1812065,0.8267181
-0.32687694,-0.40857768
-0.6068076,0.13959809
-0.5647159,0.3682108
0.18235867,-1.0617353
0.48432872,1.2820947
-0.470665,0.45888224
1.6793627,1.8147556
-0.54733527,-0.09412455
-0.6609025,-0.31830937
-0.23626828,0.7025299
-0.057615787,-0.9694664
-0.87295866,-0.07721777
4.5589395,-2.7153637
-0.5243455,-0.76547575
-0.09861276,0.93737686
-0.59320647,0.024513295
-0.19511512,-0.7331348
-0.8403744,-0.46789765
0.8941941,1.5326886
0.57977426,1.2609692
-0.32977334,0.333091
-0.61157405,-0.44826493
1.1321176,1.5874925
-0.41050553,0.52740085
4.813117,-2.8031943
-0.5690974,0.24501622
1.1304088,1.4289591
-0.77511233,0.3377271
-0.56438476,0.2801986
-0.20281632,0.7011204
-0.28802717,-0.25865236
0.4163215,1.3865795
0.75776654,1.4610997
-0.45728263,-0.36064723
1.4665921,-1.7284375
-0.49219748,-0.37946883
-0.8459404,-0.5566373
-0.40612152,0.6385337
0.0812651,1.1167356
0.6834735,1.3433383
-0.45170444,0.43110707
-0.084129594,-0.8870673
-0.53054404,0.58119255
-0.8615506,0.03266127
1.5089544,1.7399559
0.06855872,0.7048852
-0.51886183,0.46818984
-0.6247031,0.20888259
-0.58955383,0.52897954
1.0147866,-1.544946
1.5772352,1.7714742
0.11488284,-1.021083
-0.8059747,-0.0461653
-0.42621484,-0.272384
-0.7565573,-0.0884468
0.54408437,-1.2000215
0.1421163,1.1874886
-0.8215875,-0.5841753
-0.26915014,0.88128597
-0.90739787,-0.31950957
-0.006547678,-0.951158
2.0716088,1.9731159
-0.55695736,0.6343662
0.95066226,1.4954187
-0.07892099,-0.9467737
1.2836733,1.7624133
0.008787646,0.89589393
